,GHGRP ID,Landfill ID,Landfill Name,State,Landfill Alias,Physical Address,City,County,Zip Code,Latitude,Longitude,Composting?,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,Does LF Recirculate Leachate?,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF?,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Gas Collection System Comments,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS,LFG Generated (mmscfy),LFG Collected (mmscfy),CH4 Generated (mmscfy),CH4 Collected (mmscfy),CH4 Generated (metric tons per year),CH4 Collected (metric tons per year),CO2e Generated (metric tons per year),CO2e Collected (metric tons per year),Generated CO2e Intensity,Collected CO2e Intensity
30,1007274.0,21,Timberlands Landfill,AL,Escambia County Environmental Corporation; Escambia SLF,22800 Highway 41,Brewton,Escambia,36426,31.2593,-87.1923,No,Private,Escambia County Environmental Corp.,"Republic Services, Inc.",1993.0,2081.0,Open,,105.6,,,22340335.0,14546317,2022.0,189454,2022.0,No,Not used,No,6.27,Yes,1.859,2022.0,44.9,Yes,,1.859,2022.0,"2012-95 wells, system capacity=4000 acfm.",35656,HH,2288.5499999999997,678.535,1027.5589499999999,304.662215,19729.13184,5849.514528,552415.69152,163786.406784,15.492923814224815,4.593516008077182
326,1003446.0,2165,Ada County Landfill,ID,Hidden Hollow Landfill,10300 Seamans Gulch Road,Boise,Ada,83714,43.698,-116.283,No,Public,"Ada County, ID","Ada County, ID",1972.0,2100.0,Open,150.0,135.0,,,51609362.0,16705122,2022.0,471582,2022.0,Yes,Occasionally but not every year,No,6.74,Yes,3.511,2022.0,41.7,Yes,2.0,2.082,2021.0,"3/09-88 wells.; 2012-247 wells, system capacity=24516 acfm, passive vents/flares too.",98454,"C,HH",2460.1,1281.515,1025.8617000000002,534.3917550000001,19696.544640000004,10260.321696,551503.2499200001,287289.00748800003,5.601633757084528,2.918002391858127
461,1005493.0,730,EBR Parish North Landfill,LA,North Landfill; East Baton Rouge Parish LF; EBR North Landfill,16001 Samuels Road,Zachary,East Baton Rouge,70791,30.599,-91.234,No,Public,"City of Baton Rouge, LA; East Baton Rouge Parish, LA",WM,1993.0,2032.0,Open,179.0,100.0,,180.0,24404049.0,13920871,2022.0,592119,2022.0,No,Not used,No,5.328,Yes,1.258,2022.0,52.7,Yes,,0.103,2022.0,"10/03-92 wells to be installed in 2004.; 8/04-GCCS will be installed by Jan. 2005.; 6/09-Additional wells in 2009.; 2012-53 wells, system capacity=1362 acfm.",437055,"C,HH",1944.72,459.17,1024.86744,241.98259000000002,19677.454847999998,4646.0657280000005,550968.735744,130089.84038400001,1.2606393605930601,0.2976509601400282
818,1003937.0,1293,Bethlehem Landfill,PA,IESI Bethlehem Landfill,2335 Applebutter Road,Bethlehem,Northampton,18015,40.625,-75.307,No,Private,"Waste Connections, Inc.","Waste Connections, Inc.",1960.0,2025.0,Open,201.0,109.0,,,12825787.0,10674197,2022.0,415430,2022.0,No,Not used,No,5.767,Yes,4.744,2022.0,48.4,Yes,1.0,4.744,2022.0,"6/04-Enclosed ground flare installed 6/17/1995.; 8/10-100 gas collection wells.; 2012-120 wells, system capacity=4000 acfm.",66643,"C,HH",2104.955,1731.56,1018.7982199999999,838.07504,19560.925823999998,16091.040767999999,547705.9230719999,450549.14150399994,8.218506415857629,6.760637148747804
626,1003101.0,1080,East Carolina Regional LF,NC,Bertie LF; Addington-East Carolina LF,1922 Republican Road,Aulander,Bertie,27805,36.112286,-77.071925,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1993.0,2041.0,Open,,96.1,,,24046822.0,14067588,2022.0,498650,2022.0,No,Not used,No,5.607,Yes,4.115,2022.0,49.7,Yes,2.0,4.115,2022.0,"10/07-Installing additional wells in 2008.; 2012-67 wells, system capacity=6000 acfm.",95345,HH,2046.555,1501.9750000000001,1017.1378350000001,746.4815750000001,19529.046432000003,14332.446240000003,546813.3000960001,401308.4947200001,5.735101999014107,4.209014575698779
1013,1006465.0,1485,Turkey Creek Landfill,TX,,9100 South I-35 West,Alvarado,Johnson,76009,32.3562,-97.202,No,Private,"Waste Connections, Inc.","Waste Connections, Inc.",1983.0,2030.0,Open,219.0,122.0,,110.0,14846041.0,11022493,2013.0,786331,2022.0,Yes,Several times per year,No,4.856,Yes,3.307,2022.0,57.3,Yes,,0.042,2022.0,"2012-103 wells, system capacity=4000 acfm.",95463,"C,HH",1772.44,1207.055,1015.60812,691.642515,19499.675904,13279.536288,545990.925312,371827.01606399997,5.71939835655699,3.8949856600358252
579,1007631.0,2290,"Courtney Ridge Landfill, LLC",MO,Courtney Ridge RDF,2001 N. Courtney Road,Sugar Creek,Jackson,64050,39.141087,-94.388472,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1996.0,2042.0,Open,134.0,94.4,,129.0,22795808.0,11313840,2022.0,483750,2022.0,No,Not used,No,5.475,Yes,2.906,2022.0,50.1,Yes,2.0,1.289,2022.0,"4/09-32 wells, avg 100 ft deep, over 64 acres.; 9/10-49 wells over 58 acres, 2 candlestick flares.; 2012-64 wells, system capacity=4000 acfm.",61957,"C,HH",1998.3749999999998,1060.69,1001.1858749999999,531.40569,19222.768799999998,10202.989248,538237.5264,285683.698944,8.687275471698113,4.610999547169811
811,1007687.0,1248,"Riverbend Landfill Company, Inc.",OR,,13469 SW Highway 18,McMinnville,Yamhill,97128,45.161,-123.247,No,Private,WM,WM,1982.0,2032.0,Open,88.0,84.7,,,,16676913,2022.0,0,2022.0,No,Not used,No,5.64,Yes,2.48,2022.0,48.1,Yes,1.0,0.658,2022.0,"5/10-130 wells.; 2012-181 wells, system capacity=4500 acfm.",31685,"C,HH",2058.6,905.2,990.1866,435.4012000000001,19011.58272,8359.70304,532324.3161599999,234071.68512,16.800514949029505,7.387460474041345
647,1004408.0,10620,South Wake LF (New),NC,,6300 Old Smithfield Road,Apex,Wake,27539-5353,35.675,-78.85,No,Public,"Wake County, NC",GFL Environmental USA Inc.,2008.0,2100.0,Open,179.0,80.0,,40.0,18317699.0,6818405,2022.0,534363,2022.0,Yes,Occasionally but not every year,No,5.652,Yes,4.271,2022.0,47.5,Yes,,0.548,2022.0,"2012-7 wells, system capacity=3500 acfm.; 11/20-Adding more wells.; 4/21-Gas collection system began operations in 2010.",149109,HH,2062.98,1558.915,979.9155,740.4846249999999,18814.3776,14217.304799999998,526802.5728,398084.53439999995,3.5330031909542683,2.6697552421383013
1056,1006252.0,2075,Old Dominion LF,VA,,2001 Charles City Road,Richmond,Henrico,23231,37.508,-77.376,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1994.0,2044.0,Open,,114.2,,,34741581.0,22666998,2022.0,555262,2022.0,No,Not used,No,7.519,Yes,6.493,2022.0,35.7,Yes,3.0,6.316,2022.0,"5/01-GCCS installed in April 2001.; 2012-65 wells, system capacity=7000 acfm.",70171,HH,2744.435,2369.945,979.7632950000001,846.0703650000002,18811.455264,16244.551008000002,526720.747392,454847.42822400003,7.506245420358838,6.481985837796241
936,1007780.0,1480,Camelot Landfill,TX,City of Farmers Branch LF,580 Huffines Boulevard,Lewisville,Denton,75056,33.029167,-96.951,No,Public,"City of Farmers Branch, TX","Republic Services, Inc.",1980.0,2048.0,Open,,178.9,,,50389024.0,24358470,2022.0,924622,2022.0,No,Not used,No,5.03,Yes,3.38,2022.0,53.1,Yes,1.0,1.987,2022.0,"2012-97 wells, system capacity=4000 acfm, passive vents/flares too.",106807,HH,1835.95,1233.7,974.8894500000001,655.0947000000001,18717.87744,12577.818240000002,524100.56832,352178.91072000004,4.906987073131911,3.297339226080688
600,1006302.0,1961,Little Dixie Landfill,MS,,1716 N County Line Road,Ridgeland,Madison,39157,32.4088,-90.24325,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1979.0,2049.0,Open,150.0,149.3,125.0,,20509099.0,18220886,2022.0,183611,2022.0,No,Not used,No,6.19,Yes,2.363,2022.0,43.1,Yes,,2.363,2022.0,"96 wells cover nearly half of LF area, expected total of 205 wells.; 2012-144 wells, system capacity=4000 acfm.",37525,"C,HH",2259.3500000000004,862.495,973.7798500000001,371.735345,18696.57312,7137.3186239999995,523504.04736,199844.921472,13.950807391339108,5.325647474270486
799,1007851.0,1236,Quarry LF,OK,,4041 N. 141st East Avenue,Tulsa,Tulsa,74116,36.20683,-95.83306,No,Private,WM,WM,1989.0,2035.0,Open,,127.6,,,24613395.0,18431710,2022.0,512123,2022.0,No,Not used,No,6.01,Yes,2.771,2022.0,44.3,Yes,2.0,2.771,2022.0,"2012-362 wells, system capacity=6000 acfm.",75326,"C,HH",2193.65,1011.415,971.7869499999999,448.05684499999995,18658.309439999997,8602.691423999999,522432.6643199999,240875.35987199997,6.935622020550672,3.1977718167963247
482,1007753.0,787,Fitchburg-Westminster LF,MA,Fitchburg MSW Landfill,101 Fitchburg Road,Westminster,Worcester,01473,42.53596,-71.85388,Yes,Private,WM,WM,1972.0,2032.0,Open,,76.0,,,15393833.0,14110494,2022.0,354174,2022.0,No,Not used,No,5.498,Yes,3.187,2022.0,48.3,Yes,1.0,1.03,2022.0,"2012-163 wells, system capacity=4000 scfm.",34008,"C,HH",2006.77,1163.2549999999999,969.26991,561.8521649999999,18609.982271999997,10787.561567999997,521079.50361599994,302051.7239039999,15.322262515172898,8.881784400846856
652,1004831.0,1110,Uwharrie Environmental Regional LF,NC,,501 Landfill Road,Mount Gilead,Montgomery,27306,35.3415,-79.961,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1997.0,2050.0,Open,,107.0,,,24716207.0,16910659,2022.0,491416,2022.0,No,Not used,No,5.64,Yes,3.636,2022.0,47.0,Yes,3.0,0.247,2022.0,"10/07-Installing additional wells in 2008.; 2012-56 wells, system capacity=6000 acfm.; 10/14-Wellfield expansion underway.",70113,HH,2058.6,1327.14,967.5419999999999,623.7558,18576.806399999998,11976.11136,520150.5791999999,335331.11808000004,7.418746583372554,4.7827238611955
163,1007040.0,309,Vasco Road SLF,CA,,4001 North Vasco Road,Livermore,Alameda,94550,37.75333,-121.72333,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1962.0,2034.0,Open,222.0,204.2,,,37163551.0,29202727,2022.0,459984,2022.0,Yes,Several times per year,No,5.63,Yes,2.322,2022.0,46.9,Yes,,0.31,2022.0,"2012-80 wells, system capacity=4000 acfm.",27338,HH,2054.95,847.53,963.7715499999998,397.49156999999997,18504.413759999996,7631.838143999999,518123.5852799999,213691.46803199998,18.95250513131904,7.816645988440997
970,1005894.0,1810,Galveston County LF,TX,,3935 Avenue A,Alta Loma,Galveston,77510,29.3881,-95.0559,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1973.0,2095.0,Open,287.0,255.0,66.0,,49018610.0,19479875,2022.0,389292,2022.0,No,Not used,No,4.95,Yes,2.651,2022.0,53.3,Yes,1.0,0.501,2022.0,"2012-163 wells, system capacity=2500 acfm.",51025,HH,1806.75,967.6149999999999,962.9977499999999,515.7387949999999,18489.5568,9902.184863999997,517707.5904,277261.1761919999,10.146155617834395,5.433830008662419
156,1003680.0,287,Sycamore SLF,CA,,8514 Mast Boulevard,Santee,San Diego,92071,32.8496,-117.02667,Yes,Private,"Republic Services, Inc.","Republic Services, Inc.",1962.0,2091.0,Open,324.0,153.0,250.0,213.0,41611821.0,34499568,2022.0,1024563,2022.0,No,Not used,No,5.579,Yes,5.287,2022.0,47.2,Yes,2.0,1.969,2022.0,"9/10-220 wells over 163 acres, 2 enclosed flares.; 2012-208 wells, system capacity=6374 acfm.",155748,HH,2036.3349999999998,1929.7549999999999,961.15012,910.84436,18454.082304,17488.211712,516714.304512,489669.927936,3.3176304319285,3.1439885451883813
238,1005328.0,434,Tomoka Farms Road LF,FL,Class I LF & closed LF,1990 Tomoka Farms Road,Port Orange,Volusia,32128,29.1285,-81.0806,No,Public,"Volusia County, FL","Volusia County, FL",1977.0,2029.0,Open,,292.0,,204.0,18214658.0,16498244,2022.0,623196,2022.0,No,Not used,No,6.267,Yes,1.629,2022.0,42.0,Yes,,1.629,2022.0,"9/10-102 wells over 166 acres, gas collection began in 1998, 1 or 2 open flares.; 2012-113 wells, system capacity=4000 acfm.",420466,"C,HH",2287.455,594.585,960.7311,249.72570000000002,18446.037119999997,4794.73344,516489.03935999994,134252.53632,1.2283728990215617,0.3192946310046473
1010,1005347.0,1511,Texas Disposal Systems LF,TX,,"12200 Carl Road, at INT with FM 1327
5 miles S of Austin, 3 miles E of I-35",Creedmoor,Travis,78610,30.109,-97.757,Yes,Private,Texas Disposal Systems,Texas Disposal Systems,1991.0,2046.0,Open,,101.0,,,31176902.0,20229498,2022.0,1233140,2022.0,No,Not used,No,4.95,Yes,1.055,2022.0,53.1,Yes,1.0,1.055,2022.0,"2010-6 wells, system capacity=700 acfm, passive venting too.; 9/12-Very little gas flared, Austin is very dry.",93602,HH,1806.75,385.075,959.3842500000001,204.474825,18420.1776,3925.91664,515764.9728,109925.66592,5.510191799320527,1.174394413794577
971,1002475.0,1477,Golden Triangle Landfill,TX,Beaumont LF,6433 Labelle Road,Beaumont,Jefferson,77705,29.993334,-94.169167,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1993.0,2039.0,Open,235.0,116.9,,,17358975.0,11763684,2022.0,332879,2022.0,No,Not used,No,5.39,Yes,1.221,2022.0,48.2,Yes,1.0,1.221,2022.0,"2012-54 wells, system capacity=1800 acfm.",49088,HH,1967.35,445.665,948.2627,214.81053000000003,18206.64384,4124.3621760000005,509786.02752,115482.14092800001,10.385145606258149,2.3525533924380704
23,1003265.0,17,Salem Landfill,AL,"Opelika Sanitary LF; Salem Waste Disposal, Inc. MSWLF",4210 Lee Road 183,Opelika,Lee,36804,32.65347,-85.2636,No,Private,WM,WM,1985.0,2074.0,Open,222.0,107.0,,,33967713.0,13460974,2022.0,453427,2022.0,No,Not used,No,4.93,Yes,2.0,2022.0,52.6,Yes,1.0,2.0,2022.0,"2012-81 wells, system capacity=2500 scfm.",51568,"C,HH",1799.4499999999998,730.0,946.5106999999999,383.98,18173.005439999997,7372.416,508844.15231999994,206427.64800000002,9.867440124107972,4.003018305926156
22,1002646.0,22,Pine View SLF MSWLF,AL,"Walker County Disposal, Inc.",2730 Bryan Road,Dora,Walker,35062,33.71458,-87.04981,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1993.0,2025.0,Open,166.0,87.2,,75.0,20503092.0,11461882,2022.0,250076,2022.0,No,Not used,No,4.78,Yes,1.961,2022.0,54.1,Yes,1.0,1.961,2022.0,"5/03-Plan to install collection system in 2003.; 12/08-43 extraction wells, 3 condensate sumps, & a utility flare.; 9/10-81 wells over 70 acres, 1 candlestick flare.; 2012-84 wells, system capacity=4000 acfm.",58956,HH,1744.7,715.765,943.8827000000001,387.22886500000004,18122.547840000003,7434.794208,507431.3395200001,208174.237824,8.606949920618769,3.53101020801954
926,1002645.0,1467,Arlington LF,TX,City of Arlington LF,800 Mosier Valley Road,Euless,Tarrant,76040,32.8,-97.108334,Yes,Public,"City of Arlington, TX","Republic Services, Inc.",1965.0,2062.0,Open,,248.5,60.0,60.0,73070419.0,29802489,2022.0,901853,2022.0,No,Not used,No,4.579,Yes,3.851,2022.0,56.4,Yes,1.0,0.284,2022.0,"Enclosed flare, will be used for back-up only once project is online.; 2012-131 wells, system capacity=3000 acfm.",84724,"C,HH",1671.3349999999998,1405.615,942.6329399999998,792.76686,18098.552447999995,15221.123711999999,506759.4685439998,426191.46393599996,5.981297726075254,5.030351068599216
928,1007894.0,1464,Austin Community RDF,TX,,"9900 Giles Road
off East 290",Austin,Travis,78754,30.34522,-97.61395,No,Private,WM,WM,1981.0,2026.0,Open,254.0,184.0,,94.0,27024366.0,25408112,2022.0,779609,2022.0,Yes,Occasionally but not every year,No,5.303,Yes,4.246,2022.0,48.2,Yes,1.0,2.413,2022.0,"9/10-110 wells over 160 acres, system installed in 1993, 1 open flare.; 2012-118 wells, system capacity=2100 acfm.",72424,"C,HH",1935.595,1549.7900000000002,932.9567900000001,746.9987800000001,17912.770368,14342.376576000002,501557.57030400005,401586.54412800004,6.925295072130786,5.544937370595383
847,1011037.0,1263,Pioneer Crossing LF,PA,F.R. & S. Incorporated,727 Redlane Road,Birdsboro,Berks,19508,40.2736,-75.8139,No,Private,J.P. Mascaro & Sons,J.P. Mascaro & Sons,1966.0,2028.0,Open,25.0,,,,12034669.0,11225721,2022.0,429114,2022.0,No,Not used,No,5.083,Yes,4.496,2022.0,50.0,Yes,2.0,1.5,2021.0,"6/03-34 recovery wells by O'Brien Energy in 1984, flare system on 31 acres by Wes-Mar in 1996.; 6/07-2 enclosed flares.; 7/10-235 gas collection points.; 2012-150 wells, system capacity=8500 acfm.",52825,HH,1855.295,1641.0400000000002,927.6475,820.5200000000001,17810.832,15753.984,498703.296,441111.552,9.440668168480832,8.350431651680076
748,1002480.0,1184,"Cherokee Run Landfill, Inc.",OH,"Allied Waste Systems LF, Logan County-Bellefontaine LF",2946 U.S. Route 68 North,Bellefontaine,Logan,43311,40.4145,-83.725,Yes,Private,"Republic Services, Inc.","Republic Services, Inc.",1972.0,2063.0,Open,120.0,120.0,,,29928518.0,15560989,2022.0,342116,2022.0,No,Not used,No,4.726,Yes,3.43,2022.0,53.7,Yes,2.0,3.43,2022.0,"5/08-110 acre wellfield.; 1/10-31 wells in 1998, wellfield expansion in 2003, 3,000 scfm flare in 2006.; 9/10-100 wells over 73 acres, 1 enclosed flare & 1 candlestick flare.; 2012-99 wells, system capacity=7850 acfm.",59360,"C,HH",1724.99,1251.95,926.3196300000001,672.2971500000001,17785.336896,12908.105280000002,497989.43308800005,361426.94784000004,8.389309856603774,6.088728905660378
1096,1002038.0,1676,Mallard Ridge Landfill Inc.,WI,Greidanus LF; Mallard Ridge LF & Northern Expansion,W8470 State Road 11,Delavan,Walworth,53115,42.64412,-88.7218,Yes,Private,GFL Environmental USA Inc.,GFL Environmental USA Inc.,1970.0,2028.0,Open,133.0,129.8,,160.0,16253782.0,11915730,2022.0,223963,2022.0,No,Not used,Yes,4.955,Yes,2.911,2022.0,50.9,Yes,,2.911,2022.0,"4/09-50 wells throughout all 85 acres.; 2012-77 wells, system capacity=4500 acfm.",53592,"C,HH",1808.575,1062.515,920.5646750000001,540.820135,17674.84176,10383.746592000001,494895.56928,290744.90457600006,9.234504576802507,5.42515495924765
284,1005638.0,448,Seminole Road MSW Landfill,GA,DeKalb County-Seminole Road MSW Landfill,4203 Clevemont Road,Ellenwood,DeKalb,30294,33.6552,-84.2525,Yes,Public,"DeKalb County Sanitation, GA","DeKalb County Sanitation, GA",1977.0,2074.0,Open,348.0,175.0,91.0,56.0,53773364.0,15618359,2022.0,492996,2022.0,No,Not used,No,5.856,Yes,2.264,2022.0,42.7,Yes,1.0,1.295,2021.0,"2/04-Adding wells.; 2/07-80 vert. wells & 1 J-1650 candlestick flare, began flaring in July 00.; 8/12-Ultra-low-NOx flare in 2013 (1st in U.S.), 131 vert. wells.; 2012-157 wells, system cap.=2100 acfm.; 9/13-148 vert. wells.; 1/14-Adding 20 more wells.",351800,"C,HH",2137.44,826.3599999999999,912.6868800000001,352.85572,17523.588096,6774.829824,490660.466688,189695.235072,1.394714231631609,0.5392132890051166
1053,1007610.0,1571,Maplewood Recycling & Waste Disposal,VA,Chambers Maplewood RDF; Amelia Landfill,20221 Maplewood Road,Jetersville,Amelia,23083,37.307,-78.0634,No,Private,WM,WM,1993.0,2090.0,Open,404.0,113.0,,,40655766.0,14286796,2022.0,916127,2022.0,No,Not used,Yes,4.863,Yes,3.528,2022.0,51.2,Yes,2.0,1.573,2022.0,"2012-92 wells, system capacity=10200 scfm.",94186,"C,HH",1774.9950000000001,1287.72,908.79744,659.31264,17448.910848,12658.802688,488569.503744,354446.475264,5.187283712483809,3.763260731573695
1069,1005261.0,2041,NEWSVT Landfill,VT,Waste USA Inc Landfill & Transfer Station; Coventry Landfill,"21 Landfill Lane
off Airport Road",Newport,Orleans,05855,44.908583,-72.2215,No,Private,"Casella Waste Systems, Inc.","Casella Waste Systems, Inc.",1970.0,2038.0,Open,60.0,59.1,100.0,85.0,22339778.0,10286300,2022.0,569510,2022.0,No,Not used,No,5.348,Yes,3.992,2022.0,46.5,Yes,,,,"2012-83 wells, system capacity=2500 acfm.",69350,"C,HH",1952.02,1457.08,907.6893,677.5422,17427.63456,13008.810239999999,487973.76767999993,364246.68672,7.03639174736842,5.252295410526315
129,1004550.0,217,Monterey Peninsula SLF,CA,Marina LF; Monterey R.W.M.D. LF,14201 Del Monte Blvd,Marina,Monterey,93933,36.71333,-121.76667,Yes,Public,"Monterey Regional Waste Management District, CA","Monterey Regional Waste Management District, CA",1966.0,2132.0,Open,315.0,113.6,270.0,120.0,56885736.0,14154230,2022.0,584283,2022.0,Yes,Several times per year,No,4.969,Yes,2.824,2022.0,49.7,Yes,,1.054,2022.0,"9/07-50 LFG wells.; 2012-76 wells, system capacity=3000 acfm.; 6/13-41 horizontal & vertical wells in the active areas of the LF (100 acres).",93011,"C,HH",1813.6850000000002,1030.76,901.4014450000002,512.28772,17306.907744000004,9835.924224,484593.41683200013,275405.878272,5.210065657094324,2.9610033036092505
944,1007276.0,11822,City of Edinburg Landfill,TX,Edinburg Regional Sanitary Type 1 Landfill,900 E. Encinitos Road,Edinburg,Hidalgo,78539,26.397651,-98.125471,No,Public,"City of Edinburg, TX","City of Edinburg, TX",1977.0,2040.0,Open,,148.0,,,,14290949,2022.0,691460,2022.0,No,Not used,No,4.275,Yes,3.071,2022.0,57.7,Yes,,0.039,2022.0,"2010-31 wells, system capacity=3000 acfm.",133863,HH,1560.3750000000002,1120.915,900.3363750000002,646.767955,17286.458400000003,12417.944736,484020.8352000001,347702.45260799996,3.6157925281817986,2.5974500243383156
513,1006132.0,2068,Autumn Hills Recycling & Disposal Facility,MI,,700 56th Avenue,Zeeland,Ottawa,49464,42.781,-85.9207,Yes,Private,WM,WM,1992.0,2077.0,Open,152.2,73.0,,,46276528.0,14599798,2022.0,410460,2022.0,No,Occasionally but not every year,No,4.699,Yes,3.54,2022.0,52.4,Yes,1.0,,,"9/04-25 wells right now.; 2012-87 wells, system capacity=7825 scfm.",85420,"C,HH",1715.135,1292.1,898.7307400000001,677.0604,17255.630208000002,12999.559679999998,483157.64582400006,363987.6710399999,5.656259023928823,4.261152786701006
34,1006026.0,2052,City of Fort Smith Landfill,AR,Fort Smith Sanitary Landfill,5900 Commerce Road,Fort Smith,Sebastian,72916,35.2926,-94.3704,No,Public,"City of Fort Smith Department of Sanitation, AR","City of Fort Smith Department of Sanitation, AR",1981.0,2061.0,Open,555.0,148.2,160.0,80.0,47823137.0,10789360,2022.0,266596,2022.0,No,Not used,No,4.403,Yes,2.183,2022.0,55.9,Yes,1.0,0.0,2022.0,"8/07-GCCS consists of 70 vertical wells, 13 horizontal wells, & 63,000 linear feet of collection pipe, system is installed on an 80-acre closed landfill and an adjacent 550-acre operating landfill.; 2012-146 wells, system capacity=3000 acfm.",64106,HH,1607.0949999999998,796.795,898.3661049999998,445.4084049999999,17248.629215999998,8551.841375999998,482961.6180479999,239451.55852799997,7.53379743000655,3.7352441039528275
